episode,total_steps,epsilon,winner,moves,total_reward_player1,total_reward_player_minus1,loss_mean,buffer_size,replay_type,per_alpha,per_beta,priority_mean,priority_max,priority_std,td_error_mean,td_error_abs_mean,td_error_std
141,31605,0.05,-1,156,27.22,131.62,0.180113,31605,uniform,nan,nan,nan,nan,nan,0.15504,0.302878,3.916634
142,31714,0.05,1,109,131.85,29.66,0.208167,31714,uniform,nan,nan,nan,nan,nan,0.179351,0.327812,4.250522
143,31898,0.05,-1,184,25.68,131.48,0.2898,31898,uniform,nan,nan,nan,nan,nan,0.257447,0.406942,5.094372
144,31975,0.05,1,77,132.01,23.82,0.201254,31975,uniform,nan,nan,nan,nan,nan,0.176541,0.315694,4.192251
145,32100,0.05,1,125,131.77,26.78,0.380021,32100,uniform,nan,nan,nan,nan,nan,0.315675,0.536347,5.798442
146,32217,0.05,1,117,131.81,26.42,0.317679,32217,uniform,nan,nan,nan,nan,nan,0.273916,0.458418,5.315062
147,32377,0.05,-1,160,21.2,131.6,0.304095,32377,uniform,nan,nan,nan,nan,nan,0.262637,0.436012,5.185229
148,32471,0.05,-1,94,26.33,131.93,0.303755,32471,uniform,nan,nan,nan,nan,nan,0.269819,0.431299,5.246211
149,32766,0.05,1,295,130.92,28.13,0.331447,32766,uniform,nan,nan,nan,nan,nan,0.295098,0.453241,5.473111
150,32885,0.05,1,119,131.8,26.01,0.367248,32885,uniform,nan,nan,nan,nan,nan,0.335402,0.483652,5.780775
151,33009,0.05,-1,124,29.58,131.78,0.297123,33009,uniform,nan,nan,nan,nan,nan,0.276291,0.421789,5.11392
152,33133,0.05,-1,124,26.98,131.78,0.404097,33133,uniform,nan,nan,nan,nan,nan,0.35876,0.558999,5.993427
153,33433,0.05,,300,24.7,26.5,0.259003,33433,uniform,nan,nan,nan,nan,nan,0.218489,0.393913,4.678823
154,33604,0.05,1,171,131.54,27.15,0.321452,33604,uniform,nan,nan,nan,nan,nan,0.278514,0.449703,5.322949
155,33721,0.05,1,117,131.81,22.22,0.351875,33721,uniform,nan,nan,nan,nan,nan,0.310012,0.477898,5.571727
156,33881,0.05,-1,160,29.4,131.6,0.233124,33881,uniform,nan,nan,nan,nan,nan,0.198129,0.354129,4.468778
157,33983,0.05,-1,102,28.89,131.89,0.264248,33983,uniform,nan,nan,nan,nan,nan,0.233509,0.38102,4.83628
158,34123,0.05,-1,140,29.5,131.7,0.328237,34123,uniform,nan,nan,nan,nan,nan,0.264161,0.483379,5.289026
159,34352,0.05,1,229,131.25,28.66,0.305332,34352,uniform,nan,nan,nan,nan,nan,0.256837,0.444985,5.135626
160,34468,0.05,-1,116,27.42,131.82,0.24838,34468,uniform,nan,nan,nan,nan,nan,0.205815,0.378092,4.594985
161,34768,0.05,,300,26.5,26.9,0.343265,34768,uniform,nan,nan,nan,nan,nan,0.303404,0.469094,5.51046
162,34928,0.05,-1,160,29.0,131.6,0.334858,34928,uniform,nan,nan,nan,nan,nan,0.299458,0.454509,5.454226
163,35106,0.05,-1,178,28.51,131.51,0.440764,35106,uniform,nan,nan,nan,nan,nan,0.400953,0.586727,6.230448
164,35257,0.05,1,151,131.64,29.45,0.381519,35257,uniform,nan,nan,nan,nan,nan,0.332766,0.524896,5.71671
165,35447,0.05,-1,190,26.45,131.45,0.35193,35447,uniform,nan,nan,nan,nan,nan,0.302781,0.487731,5.498776
166,35577,0.05,-1,130,27.35,131.75,0.230857,35577,uniform,nan,nan,nan,nan,nan,0.186026,0.361217,4.362772
