replay_type,seed,episode,total_steps,epsilon,winner,moves,total_reward_player1,total_reward_player_minus1,loss_mean,buffer_size,per_alpha,per_beta,priority_mean,priority_max,priority_std,td_error_mean,td_error_abs_mean,td_error_std
uniform,2,41,10202,0.05,1.0,255,131.12,23.53,0.490902,10000,,,,,,0.335189,0.758937,5.511278
uniform,2,42,10438,0.05,-1.0,236,24.02,131.22,0.449824,10000,,,,,,0.314935,0.710007,5.300054
uniform,2,43,10647,0.05,1.0,209,131.35,24.36,0.390486,10000,,,,,,0.255266,0.647706,4.773386
uniform,2,44,10958,0.05,1.0,311,130.84,26.45,0.447625,10000,,,,,,0.293756,0.713674,5.062486
uniform,2,45,11326,0.05,-1.0,368,25.36,130.56,0.472656,10000,,,,,,0.304897,0.746421,5.153388
uniform,2,46,11601,0.05,1.0,275,131.02,28.23,0.502953,10000,,,,,,0.350324,0.76922,5.556353
uniform,2,47,11873,0.05,-1.0,272,28.84,131.04,0.547701,10000,,,,,,0.376128,0.822824,5.73213
uniform,2,48,12249,0.05,-1.0,376,28.12,130.52,0.525976,10000,,,,,,0.346797,0.805374,5.441111
uniform,2,49,12649,0.05,,400,9.2,15.4,0.576808,10000,,,,,,0.410098,0.855287,5.963256
uniform,2,50,13049,0.05,,400,20.4,15.2,0.499188,10000,,,,,,0.330762,0.777184,5.371832
uniform,2,51,13449,0.05,,400,21.0,18.0,0.522984,10000,,,,,,0.333927,0.804253,5.442569
uniform,2,52,13849,0.05,,400,22.4,22.4,0.525576,10000,,,,,,0.32404,0.810544,5.295719
uniform,2,53,14249,0.05,,400,12.4,6.4,0.561655,10000,,,,,,0.335196,0.850495,5.477698
uniform,2,54,14649,0.05,,400,18.6,20.6,0.500179,10000,,,,,,0.28431,0.787761,5.103196
uniform,2,55,15049,0.05,,400,11.8,17.8,0.486296,10000,,,,,,0.270827,0.769807,5.079325
uniform,2,56,15449,0.05,,400,15.2,14.6,0.464129,10000,,,,,,0.234913,0.748497,4.758682
uniform,2,57,15849,0.05,,400,9.6,11.0,0.550827,10000,,,,,,0.25458,0.856829,4.907659
uniform,2,58,16249,0.05,,400,9.0,11.2,0.522882,10000,,,,,,0.205269,0.838188,4.597138
uniform,2,59,16649,0.05,,400,10.0,10.0,0.594743,10000,,,,,,0.254568,0.911959,5.068937
uniform,2,60,17049,0.05,,400,6.6,15.0,0.516542,10000,,,,,,0.167661,0.836119,4.370141
uniform,2,61,17449,0.05,,400,6.8,9.6,0.455447,10000,,,,,,0.126194,0.770043,3.919451
uniform,2,62,17849,0.05,,400,12.4,21.0,0.511319,10000,,,,,,0.09007,0.839248,3.966808
uniform,2,63,18249,0.05,,400,6.0,10.4,0.470508,10000,,,,,,0.101976,0.79113,3.800093
uniform,2,64,18649,0.05,,400,14.2,10.4,0.485565,10000,,,,,,0.060857,0.805666,3.738686
uniform,2,65,19049,0.05,,400,12.4,10.4,0.521797,10000,,,,,,0.082225,0.85673,3.773443
uniform,2,66,19449,0.05,,400,8.4,11.2,0.509116,10000,,,,,,0.069505,0.84304,3.780221
uniform,2,67,19849,0.05,,400,11.4,8.0,0.506871,10000,,,,,,0.029513,0.835409,3.577524
uniform,2,68,20249,0.05,,400,7.2,6.8,0.524474,10000,,,,,,0.04855,0.866886,3.420586
uniform,2,69,20649,0.05,,400,6.6,7.8,0.527897,10000,,,,,,0.020159,0.875058,3.196623
uniform,2,70,21049,0.05,,400,15.6,11.0,0.601543,10000,,,,,,0.005647,0.956737,3.568034
uniform,2,71,21449,0.05,,400,7.8,10.2,0.481823,10000,,,,,,-0.017963,0.830545,2.90767
uniform,2,72,21849,0.05,,400,6.8,10.6,0.494208,10000,,,,,,-0.086677,0.831512,3.324816
uniform,2,73,22249,0.05,,400,9.4,8.4,0.481214,10000,,,,,,-0.053425,0.822586,2.890111
uniform,2,74,22649,0.05,,400,14.2,10.4,0.507847,10000,,,,,,-0.063858,0.851121,3.030463
uniform,2,75,23049,0.05,,400,12.0,9.0,0.564099,10000,,,,,,-0.048649,0.915304,3.086457
uniform,2,76,23449,0.05,,400,11.4,9.0,0.550124,10000,,,,,,-0.072494,0.907545,2.988368
uniform,2,77,23849,0.05,,400,6.8,12.4,0.648526,10000,,,,,,-0.084067,1.016968,3.425878
uniform,2,78,24249,0.05,,400,7.8,9.8,0.639728,10000,,,,,,-0.082644,1.015122,3.192647
uniform,2,79,24649,0.05,,400,7.0,5.6,0.660248,10000,,,,,,-0.089963,1.030361,3.549753
uniform,2,80,25049,0.05,,400,6.4,5.6,0.619114,10000,,,,,,-0.089579,0.987545,3.376238
uniform,2,81,25449,0.05,,400,10.8,8.4,0.592176,10000,,,,,,-0.072968,0.958404,3.224718
uniform,2,82,25849,0.05,,400,11.2,9.4,0.642429,10000,,,,,,-0.105792,1.009005,3.656626
uniform,2,83,26249,0.05,,400,4.8,9.8,0.654567,10000,,,,,,-0.075597,1.027429,3.407536
uniform,2,84,26649,0.05,,400,4.2,6.4,0.670305,10000,,,,,,-0.071295,1.037475,3.565271
uniform,2,85,27049,0.05,,400,9.8,8.0,0.813499,10000,,,,,,-0.089367,1.193457,3.999434
uniform,2,86,27449,0.05,,400,6.2,6.0,0.875164,10000,,,,,,-0.121317,1.272675,3.950861
uniform,2,87,27849,0.05,,400,8.4,7.2,0.775527,10000,,,,,,-0.117829,1.160056,4.20381
uniform,2,88,28249,0.05,,400,4.4,7.2,0.657747,10000,,,,,,-0.101845,1.026482,3.91932
uniform,2,89,28649,0.05,,400,10.2,6.6,0.666453,10000,,,,,,-0.085497,1.039375,3.917638
uniform,2,90,29049,0.05,,400,11.6,8.6,0.718412,10000,,,,,,-0.085786,1.092109,4.324399
uniform,2,91,29449,0.05,,400,9.0,7.6,0.733619,10000,,,,,,-0.116141,1.110019,4.290542
uniform,2,92,29849,0.05,,400,8.8,5.6,0.794685,10000,,,,,,-0.204586,1.169848,4.958347
uniform,2,93,30249,0.05,,400,8.4,2.8,0.744313,10000,,,,,,-0.121739,1.125292,4.155097
uniform,2,94,30649,0.05,,400,9.8,5.0,0.838323,10000,,,,,,-0.147777,1.225978,4.583966
uniform,2,95,31049,0.05,,400,6.4,8.4,0.817318,10000,,,,,,-0.117761,1.208131,4.21649
uniform,2,96,31449,0.05,,400,8.2,11.8,0.777582,10000,,,,,,-0.125159,1.165395,4.250137
uniform,2,97,31849,0.05,,400,5.0,6.8,0.837616,10000,,,,,,-0.202789,1.222023,4.851643
uniform,2,98,32249,0.05,,400,19.6,12.4,0.795217,10000,,,,,,-0.145447,1.183132,4.376615
uniform,2,99,32649,0.05,,400,6.8,7.0,0.755444,10000,,,,,,-0.193961,1.138033,4.574963
uniform,2,100,33049,0.05,,400,11.6,9.2,0.806037,10000,,,,,,-0.179218,1.185429,4.884193
uniform,2,101,33449,0.05,,400,14.0,10.4,0.848775,10000,,,,,,-0.165583,1.23264,5.112388
uniform,2,102,33849,0.05,,400,4.0,5.4,0.970987,10000,,,,,,-0.109327,1.3673,5.201865
uniform,2,103,34249,0.05,,400,6.8,5.0,0.935212,10000,,,,,,-0.10348,1.333903,4.667438
uniform,2,104,34649,0.05,,400,12.6,10.8,0.999653,10000,,,,,,-0.109284,1.401809,5.178704
uniform,2,105,35049,0.05,,400,13.2,10.2,0.986865,10000,,,,,,-0.14608,1.384525,5.373203
uniform,2,106,35449,0.05,,400,7.0,8.0,0.946053,10000,,,,,,-0.128206,1.337904,5.418303
uniform,2,107,35849,0.05,,400,9.2,6.4,0.982098,10000,,,,,,-0.122527,1.379272,5.309092
uniform,2,108,36249,0.05,,400,5.6,7.0,0.972681,10000,,,,,,-0.193513,1.366288,5.509325
uniform,2,109,36649,0.05,,400,7.0,7.6,0.814629,10000,,,,,,-0.162188,1.200427,4.834234
uniform,2,110,37049,0.05,,400,9.0,7.0,0.921319,10000,,,,,,-0.208003,1.31264,5.56402
uniform,2,111,37449,0.05,,400,8.2,8.8,0.968953,10000,,,,,,-0.185522,1.366175,5.465843
uniform,2,112,37849,0.05,,400,10.4,8.8,0.883836,10000,,,,,,-0.159528,1.27462,5.018675
uniform,2,113,38249,0.05,,400,7.0,7.4,0.925849,10000,,,,,,-0.185538,1.316249,5.684996
uniform,2,114,38649,0.05,,400,13.6,10.2,0.942964,10000,,,,,,-0.213475,1.333222,5.948119
uniform,2,115,39049,0.05,,400,8.0,5.2,0.955859,10000,,,,,,-0.132649,1.350453,5.392623
uniform,2,116,39449,0.05,,400,7.4,8.4,1.106515,10000,,,,,,-0.219301,1.51092,6.011183
uniform,2,117,39849,0.05,,400,14.8,9.0,1.039236,10000,,,,,,-0.181508,1.444389,5.550492
uniform,2,118,40249,0.05,,400,8.0,11.0,1.004311,10000,,,,,,-0.215043,1.404818,5.862524
uniform,2,119,40649,0.05,,400,9.6,6.4,1.111879,10000,,,,,,-0.204038,1.511855,6.57932
uniform,2,120,41049,0.05,,400,6.4,9.4,1.103452,10000,,,,,,-0.181533,1.505515,6.24081
uniform,2,121,41449,0.05,,400,9.6,8.2,1.053962,10000,,,,,,-0.146905,1.461995,5.432944
uniform,2,122,41849,0.05,,400,6.2,6.8,1.196692,10000,,,,,,-0.184731,1.610148,6.193966
uniform,2,123,42249,0.05,,400,9.0,9.0,1.294774,10000,,,,,,-0.205166,1.713689,6.435198
uniform,2,124,42649,0.05,,400,10.4,8.4,1.248126,10000,,,,,,-0.224727,1.662066,6.870349
uniform,2,125,43049,0.05,,400,9.6,5.0,1.153871,10000,,,,,,-0.200779,1.558826,6.736864
uniform,2,126,43449,0.05,,400,4.4,6.8,1.121893,10000,,,,,,-0.195323,1.530449,6.315398
uniform,2,127,43849,0.05,,400,9.0,12.0,1.148623,10000,,,,,,-0.19663,1.558978,6.520554
uniform,2,128,44249,0.05,,400,7.6,5.2,1.288648,10000,,,,,,-0.145307,1.702336,6.67283
uniform,2,129,44649,0.05,,400,11.4,7.8,1.576993,10000,,,,,,-0.137585,2.001918,7.217463
uniform,2,130,45049,0.05,,400,6.0,7.4,1.392375,10000,,,,,,-0.149834,1.817097,6.536535
uniform,2,131,45449,0.05,,400,13.2,10.0,1.338113,10000,,,,,,-0.252972,1.753446,7.551974
uniform,2,132,45849,0.05,,400,7.2,8.0,1.258188,10000,,,,,,-0.25914,1.667665,7.501029
uniform,2,133,46249,0.05,,400,12.4,5.2,1.237777,10000,,,,,,-0.242379,1.647153,7.548355
uniform,2,134,46649,0.05,,400,11.6,9.0,1.170361,10000,,,,,,-0.218597,1.578829,7.048903
uniform,2,135,47049,0.05,,400,9.6,13.6,1.156183,10000,,,,,,-0.172522,1.566085,6.496336
uniform,2,136,47449,0.05,,400,12.8,14.6,1.23664,10000,,,,,,-0.28179,1.645087,7.574944
uniform,2,137,47849,0.05,,400,9.2,11.6,1.263158,10000,,,,,,-0.251073,1.672338,7.462039
uniform,2,138,48249,0.05,,400,7.8,9.2,1.364331,10000,,,,,,-0.199195,1.78319,7.107263
uniform,2,139,48649,0.05,,400,14.8,6.4,1.331146,10000,,,,,,-0.23185,1.750277,7.332392
uniform,2,140,49049,0.05,,400,5.0,8.0,1.335924,10000,,,,,,-0.279039,1.750787,7.749803
uniform,2,141,49449,0.05,,400,6.4,10.6,1.290142,10000,,,,,,-0.228404,1.706198,7.308724
uniform,2,142,49849,0.05,,400,7.2,7.2,1.43937,10000,,,,,,-0.343393,1.856462,8.714816
uniform,2,143,50249,0.05,,400,9.2,6.6,1.392718,10000,,,,,,-0.298443,1.811594,8.065913
uniform,2,144,50649,0.05,,400,8.8,8.4,1.482275,10000,,,,,,-0.310219,1.906711,8.185667
uniform,2,145,51049,0.05,,400,11.8,11.0,1.408233,10000,,,,,,-0.342614,1.825301,8.39969
uniform,2,146,51449,0.05,,400,11.0,8.2,1.409254,10000,,,,,,-0.326204,1.826687,8.15847
uniform,2,147,51849,0.05,,400,12.2,8.6,1.363109,10000,,,,,,-0.37172,1.778372,8.243737
uniform,2,148,52249,0.05,,400,12.6,11.2,1.387359,10000,,,,,,-0.26924,1.804925,7.862547
uniform,2,149,52649,0.05,,400,8.6,8.2,1.491542,10000,,,,,,-0.311834,1.913911,8.34126
uniform,2,150,53049,0.05,,400,11.4,13.4,1.403048,10000,,,,,,-0.218171,1.826049,7.488993
uniform,2,151,53449,0.05,,400,4.0,4.4,1.489669,10000,,,,,,-0.333144,1.912771,8.696908
uniform,2,152,53849,0.05,,400,9.8,10.2,1.449747,10000,,,,,,-0.269008,1.871472,8.433625
uniform,2,153,54249,0.05,,400,6.2,10.4,1.588293,10000,,,,,,-0.249994,2.010501,9.08075
uniform,2,154,54649,0.05,,400,4.8,5.2,1.689603,10000,,,,,,-0.184597,2.119319,8.589471
uniform,2,155,55049,0.05,,400,15.2,10.4,1.544273,10000,,,,,,-0.174183,1.973616,7.77859
uniform,2,156,55449,0.05,,400,4.6,6.4,1.614577,10000,,,,,,-0.309334,2.0413,9.08971
uniform,2,157,55849,0.05,,400,8.6,12.2,1.523011,10000,,,,,,-0.281439,1.946854,9.056786
uniform,2,158,56249,0.05,,400,9.6,6.2,1.516024,10000,,,,,,-0.155651,1.936908,9.073921
uniform,2,159,56649,0.05,,400,6.8,4.8,1.599943,10000,,,,,,-0.231114,2.024314,9.189299
uniform,2,160,57049,0.05,,400,9.0,8.6,1.551594,10000,,,,,,-0.297975,1.97775,9.140592
uniform,2,161,57449,0.05,,400,8.4,13.4,1.684368,10000,,,,,,-0.272611,2.115175,9.284368
uniform,2,162,57849,0.05,,400,10.0,7.8,1.687702,10000,,,,,,-0.36245,2.117606,9.645798
uniform,2,163,58249,0.05,,400,6.8,7.4,1.694278,10000,,,,,,-0.295361,2.123894,9.498261
uniform,2,164,58649,0.05,,400,6.2,6.4,1.777671,10000,,,,,,-0.488585,2.210892,10.192505
uniform,2,165,59049,0.05,,400,10.0,9.6,1.751077,10000,,,,,,-0.321305,2.186133,9.622088
uniform,2,166,59449,0.05,,400,8.2,9.2,1.64161,10000,,,,,,-0.332327,2.073903,8.973927
uniform,2,167,59849,0.05,,400,7.4,14.4,1.554149,10000,,,,,,-0.31921,1.982225,8.985048
uniform,2,168,60249,0.05,,400,8.6,5.8,1.713703,10000,,,,,,-0.379385,2.142296,10.212158
uniform,2,169,60649,0.05,,400,11.4,21.8,1.7815,10000,,,,,,-0.356265,2.212804,10.308326
uniform,2,170,61049,0.05,,400,11.2,6.2,1.72794,10000,,,,,,-0.316851,2.159609,9.827108
uniform,2,171,61449,0.05,,400,10.4,8.2,1.815125,10000,,,,,,-0.316094,2.247263,10.121
uniform,2,172,61849,0.05,,400,3.6,11.0,1.803839,10000,,,,,,-0.374183,2.234018,10.538411
uniform,2,173,62249,0.05,,400,8.8,8.2,1.725311,10000,,,,,,-0.286841,2.154251,10.305502
uniform,2,174,62649,0.05,,400,7.8,8.8,1.842349,10000,,,,,,-0.305242,2.280053,9.955344
uniform,2,175,63049,0.05,,400,8.6,8.6,1.991228,10000,,,,,,-0.461261,2.428889,11.288997
uniform,2,176,63449,0.05,,400,9.4,19.4,1.717144,10000,,,,,,-0.311366,2.151675,9.43866
uniform,2,177,63849,0.05,,400,12.0,13.6,1.79989,10000,,,,,,-0.310764,2.238165,9.552541
uniform,2,178,64249,0.05,,400,13.4,11.8,2.084884,10000,,,,,,-0.318837,2.525849,10.848661
uniform,2,179,64649,0.05,,400,3.2,9.4,2.153688,10000,,,,,,-0.438876,2.593091,12.028051
uniform,2,180,65049,0.05,,400,6.2,11.6,1.99383,10000,,,,,,-0.432391,2.428819,11.564609
uniform,2,181,65449,0.05,,400,7.0,7.8,2.095994,10000,,,,,,-0.478609,2.535683,11.832624
uniform,2,182,65849,0.05,,400,7.2,7.2,2.016998,10000,,,,,,-0.414524,2.458382,10.809873
uniform,2,183,66249,0.05,,400,13.8,8.4,1.967415,10000,,,,,,-0.320773,2.409516,10.532786
uniform,2,184,66649,0.05,,400,6.2,7.8,1.880948,10000,,,,,,-0.284652,2.320913,9.825932
uniform,2,185,67049,0.05,,400,12.6,9.0,2.005448,10000,,,,,,-0.480943,2.444498,11.72432
uniform,2,186,67449,0.05,,400,7.0,10.6,2.071095,10000,,,,,,-0.491062,2.510112,12.325981
uniform,2,187,67849,0.05,,400,7.0,7.8,2.112084,10000,,,,,,-0.452169,2.551194,12.433006
uniform,2,188,68249,0.05,,400,4.6,11.0,2.0106,10000,,,,,,-0.296407,2.449583,11.378862
uniform,2,189,68649,0.05,,400,12.0,5.0,2.100389,10000,,,,,,-0.428245,2.534784,12.657792
uniform,2,190,69049,0.05,,400,11.0,10.4,2.134053,10000,,,,,,-0.420601,2.574533,12.007324
uniform,2,191,69449,0.05,,400,9.0,10.0,1.983405,10000,,,,,,-0.369196,2.422522,11.235936
uniform,2,192,69849,0.05,,400,13.2,8.8,2.022483,10000,,,,,,-0.443452,2.457107,12.326831
uniform,2,193,70249,0.05,,400,5.2,9.0,2.14634,10000,,,,,,-0.4777,2.585859,12.846962
uniform,2,194,70649,0.05,,400,6.8,7.6,2.133224,10000,,,,,,-0.48275,2.572115,12.556958
uniform,2,195,71049,0.05,,400,8.0,7.8,2.16612,10000,,,,,,-0.448393,2.603572,12.974054
uniform,2,196,71449,0.05,,400,8.8,6.6,2.083932,10000,,,,,,-0.370348,2.524008,11.953321
uniform,2,197,71849,0.05,,400,8.8,6.6,2.024638,10000,,,,,,-0.420726,2.465055,11.704735
uniform,2,198,72249,0.05,,400,7.8,7.0,1.934612,10000,,,,,,-0.43871,2.37218,11.622194
uniform,2,199,72649,0.05,,400,7.2,8.4,2.248587,10000,,,,,,-0.425017,2.692522,12.824168
uniform,2,200,73049,0.05,,400,7.2,8.2,2.227133,10000,,,,,,-0.372654,2.671633,12.112548
prioritized,1,1,400,0.905,,400,11.4,11.0,0.03087,400,0.6,0.44,0.11746,1.776805,0.119996,0.025041,0.27352,0.58742
prioritized,1,2,800,0.81,,400,12.6,14.6,0.063377,800,0.6,0.48,0.350199,2.356108,0.277716,0.132617,0.535316,0.690982
prioritized,1,3,1200,0.715,,400,13.6,15.6,0.052818,1200,0.6,0.52,0.325515,3.333686,0.278867,0.082906,0.481533,0.676862
prioritized,1,4,1600,0.62,,400,15.8,16.8,0.053615,1600,0.6,0.56,0.347469,3.677978,0.273266,0.068451,0.517428,0.752771
prioritized,1,5,2000,0.525,,400,21.8,19.2,0.051052,2000,0.6,0.6,0.349773,4.026859,0.321559,0.04197,0.519483,0.792508
prioritized,1,6,2400,0.43,,400,20.0,22.2,0.055658,2400,0.6,0.64,0.377002,4.498202,0.333863,0.007903,0.584652,0.943268
prioritized,1,7,2789,0.337612,1.0,389,130.45,25.66,0.053034,2789,0.6,0.6789,0.38993,4.603681,0.350198,-0.024172,0.617554,1.020686
prioritized,1,8,3189,0.242613,,400,28.2,24.8,0.100107,3189,0.6,0.7189,0.44584,15.320203,0.531895,1.09026,1.785276,9.430459
prioritized,1,9,3438,0.183475,1.0,249,131.15,28.56,0.093555,3438,0.6,0.7438,0.463307,15.320203,0.574897,0.749686,1.591591,8.609882
prioritized,1,10,3674,0.127425,-1.0,236,26.62,131.22,0.093546,3674,0.6,0.7674,0.475543,15.320203,0.615401,1.678814,2.457435,12.574778
prioritized,1,11,3920,0.069,-1.0,246,26.17,131.17,0.090145,3920,0.6,0.792,0.4435,15.320203,0.67112,2.324367,3.080522,14.780542
prioritized,1,12,4118,0.05,-1.0,198,29.01,131.41,0.099774,4118,0.6,0.8118,0.455569,15.320203,0.66177,2.870986,3.640115,16.275763
prioritized,1,13,4343,0.05,1.0,225,131.27,28.28,0.090386,4343,0.6,0.8343,0.432778,15.320203,0.643571,3.666006,4.346308,18.222578
prioritized,1,14,4743,0.05,,400,28.0,28.0,0.092577,4743,0.6,0.8743,0.458757,15.320203,0.736237,3.725431,4.484615,18.261593
prioritized,1,15,5027,0.05,-1.0,284,26.18,130.98,0.076334,5027,0.6,0.9027,0.442735,15.320203,0.713555,3.3718,4.171847,17.522884
prioritized,1,16,5260,0.05,1.0,233,131.23,28.64,0.072867,5260,0.6,0.926,0.438377,15.320203,0.701037,4.395206,5.159835,19.834332
prioritized,1,17,5518,0.05,-1.0,258,28.51,131.11,0.068455,5518,0.6,0.9518,0.420711,15.320203,0.709899,4.482965,5.294524,20.083353
prioritized,1,18,5858,0.05,-1.0,340,28.3,130.7,0.066539,5858,0.6,0.9858,0.452292,15.320203,0.755361,4.677105,5.554683,20.471569
prioritized,1,19,6209,0.05,1.0,351,130.64,28.25,0.061484,6209,0.6,1.0,0.439519,15.320203,0.70846,4.957131,5.790556,20.926849
prioritized,1,20,6482,0.05,1.0,273,131.03,28.04,0.073001,6482,0.6,1.0,0.473798,15.320203,0.780702,5.126672,6.006165,21.267849
prioritized,1,21,6882,0.05,,400,28.0,27.8,0.068803,6882,0.6,1.0,0.494233,15.320203,0.753842,5.062178,5.946252,20.996517
prioritized,1,22,7181,0.05,1.0,299,130.9,28.31,0.075395,7181,0.6,1.0,0.478505,15.320203,0.811987,4.607624,5.587142,20.162802
prioritized,1,23,7581,0.05,,400,20.6,18.0,0.088404,7581,0.6,1.0,0.52739,15.320203,0.786394,4.367946,5.435963,19.489637
prioritized,1,24,7942,0.05,1.0,361,130.59,28.2,0.08069,7942,0.6,1.0,0.503432,15.320203,0.752292,4.178689,5.226307,19.283892
prioritized,1,25,8342,0.05,,400,18.2,17.4,0.096391,8342,0.6,1.0,0.533048,15.320203,0.805812,4.120961,5.332808,19.222193
prioritized,1,26,8742,0.05,,400,14.4,20.4,0.08897,8742,0.6,1.0,0.533921,15.320203,0.779436,3.858814,5.124651,18.666025
prioritized,1,27,9142,0.05,,400,17.4,20.2,0.103681,9142,0.6,1.0,0.568125,15.320203,0.834309,3.207638,4.711912,17.424072
prioritized,1,28,9542,0.05,,400,11.8,13.8,0.125468,9542,0.6,1.0,0.618037,15.320203,0.827009,3.175192,4.711655,16.845453
prioritized,1,29,9942,0.05,,400,13.0,9.8,0.11813,9942,0.6,1.0,0.583876,15.320203,0.787349,2.75043,4.661666,16.676733
prioritized,1,30,10342,0.05,,400,15.4,14.0,0.138112,10000,0.6,1.0,0.665285,15.320203,0.879432,2.482285,4.531327,15.840936
prioritized,1,31,10742,0.05,,400,5.8,14.2,0.134123,10000,0.6,1.0,0.652408,15.320203,0.860015,2.152654,4.381226,15.403317
prioritized,1,32,11142,0.05,,400,11.6,6.2,0.14769,10000,0.6,1.0,0.665647,15.320203,0.868805,2.085243,4.495037,15.484466
prioritized,1,33,11542,0.05,,400,7.4,10.6,0.15026,10000,0.6,1.0,0.705809,15.320203,0.892459,1.793352,4.526846,15.294432
prioritized,1,34,11942,0.05,,400,5.4,6.4,0.156304,10000,0.6,1.0,0.724942,15.320203,0.931811,1.910403,4.779146,15.753448
prioritized,1,35,12342,0.05,,400,14.8,9.2,0.150113,10000,0.6,1.0,0.690562,15.320203,0.877718,1.738627,4.586605,15.560241
prioritized,1,36,12742,0.05,,400,5.6,11.8,0.17059,10000,0.6,1.0,0.757017,15.320203,0.930176,1.367305,4.726652,15.407431
prioritized,1,37,13142,0.05,,400,8.8,7.2,0.163123,10000,0.6,1.0,0.745754,15.320203,0.968728,1.001556,4.618064,15.057773
prioritized,1,38,13542,0.05,,400,12.4,8.6,0.225161,10000,0.6,1.0,0.88821,15.320203,1.093548,0.96448,5.075034,14.947654
prioritized,1,39,13942,0.05,,400,6.4,5.2,0.194412,10000,0.6,1.0,0.794967,15.320203,0.935298,0.181501,4.760936,14.767519
prioritized,1,40,14342,0.05,,400,5.4,5.2,0.225392,10000,0.6,1.0,0.851868,15.320203,1.025526,-0.045476,4.830499,14.715589
prioritized,1,41,14742,0.05,,400,6.8,5.2,0.223376,10000,0.6,1.0,0.829136,15.320203,0.989818,-0.477051,4.817459,14.866048
prioritized,1,42,15142,0.05,,400,3.4,8.0,0.197576,10000,0.6,1.0,0.772147,15.320203,0.953843,-0.965791,4.827045,15.653931
prioritized,1,43,15542,0.05,,400,9.0,7.4,0.232132,10000,0.6,1.0,0.874665,15.320203,1.036207,-1.380562,5.102858,15.811308
prioritized,1,44,15942,0.05,,400,5.8,7.8,0.283816,10000,0.6,1.0,0.9616,15.69947,1.096562,-1.608202,5.256572,15.771381
prioritized,1,45,16342,0.05,,400,8.2,7.0,0.254211,10000,0.6,1.0,0.885866,18.187059,0.995779,-2.188711,5.35468,16.748907
prioritized,1,46,16742,0.05,,400,6.4,10.0,0.315504,10000,0.6,1.0,1.038391,18.187059,1.17561,-2.16442,5.696356,16.705866
prioritized,1,47,17142,0.05,,400,10.6,4.8,0.295888,10000,0.6,1.0,0.978959,18.883038,1.151324,-2.457997,5.623603,17.53709
prioritized,1,48,17542,0.05,,400,8.8,4.4,0.346781,10000,0.6,1.0,1.055482,18.883038,1.21807,-2.709882,6.146356,18.422672
prioritized,1,49,17942,0.05,,400,6.2,6.8,0.333326,10000,0.6,1.0,1.059323,18.883038,1.211937,-3.264824,6.375294,19.726379
prioritized,1,50,18342,0.05,,400,7.8,4.4,0.376168,10000,0.6,1.0,1.081076,18.883038,1.210828,-3.637673,6.54105,20.289234
prioritized,1,51,18742,0.05,,400,5.6,7.6,0.347929,10000,0.6,1.0,1.069095,18.883038,1.222527,-3.524863,6.83182,21.465925
prioritized,1,52,19142,0.05,,400,11.0,6.2,0.375129,10000,0.6,1.0,1.080944,18.902287,1.311818,-4.063681,7.448441,23.29808
prioritized,1,53,19542,0.05,,400,6.6,7.4,0.406447,10000,0.6,1.0,1.154973,19.430183,1.255401,-3.939131,7.669813,23.888302
prioritized,1,54,19942,0.05,,400,5.2,8.8,0.420975,10000,0.6,1.0,1.135457,20.366373,1.355916,-4.624437,7.8694,25.305382
prioritized,1,55,20342,0.05,,400,5.8,2.0,0.468128,10000,0.6,1.0,1.2604,20.366373,1.41551,-4.565312,8.635753,26.445921
prioritized,1,56,20742,0.05,,400,5.8,7.6,0.435401,10000,0.6,1.0,1.160378,21.248674,1.34521,-4.859132,8.803769,27.792234
prioritized,1,57,21142,0.05,,400,5.4,8.0,0.470298,10000,0.6,1.0,1.203622,21.248674,1.380358,-5.523849,9.130499,29.177345
prioritized,1,58,21542,0.05,,400,5.8,5.4,0.436698,10000,0.6,1.0,1.147995,24.013432,1.378736,-5.886974,9.368791,30.917364
prioritized,1,59,21942,0.05,,400,10.4,6.4,0.496822,10000,0.6,1.0,1.256666,24.013432,1.470263,-6.314675,10.138617,32.448006
prioritized,1,60,22342,0.05,,400,14.4,6.6,0.546274,10000,0.6,1.0,1.333689,25.238935,1.60375,-5.561561,10.517187,32.694271
prioritized,1,61,22742,0.05,,400,6.0,5.2,0.600822,10000,0.6,1.0,1.417448,25.238935,1.664404,-4.978594,10.626461,32.607124
prioritized,1,62,23142,0.05,,400,8.2,7.2,0.572379,10000,0.6,1.0,1.342967,25.238935,1.672763,-5.91666,11.171433,34.824043
prioritized,1,63,23542,0.05,,400,8.2,6.2,0.645389,10000,0.6,1.0,1.507912,26.273518,1.799512,-6.499437,11.991993,36.566921
prioritized,1,64,23942,0.05,,400,8.2,11.6,0.590955,10000,0.6,1.0,1.40207,26.273518,1.649304,-6.832646,11.333135,36.382591
prioritized,1,65,24342,0.05,,400,5.0,7.4,0.5978,10000,0.6,1.0,1.467401,26.273518,1.670053,-7.336685,11.800555,37.852512
prioritized,1,66,24742,0.05,,400,6.4,5.2,0.631821,10000,0.6,1.0,1.46767,26.273518,1.724657,-7.439685,11.834729,38.874428
prioritized,1,67,25142,0.05,,400,8.4,7.6,0.634208,10000,0.6,1.0,1.376752,26.273518,1.622627,-7.893736,12.58634,41.494041
prioritized,1,68,25542,0.05,,400,7.6,11.8,0.690223,10000,0.6,1.0,1.482506,26.82123,1.776743,-8.515305,13.747395,43.570675
